File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_25.csv,https://www.pararius.com/apartment-for-rent/rotterdam/60fb8b96/watertorenweg,Apartment Watertorenweg,3063 HA (De Esch),1325,64,3,Furnished,"In this beautiful building, this beautiful apartment is looking for new residents as of May 1st. The apartment has 2 bedrooms and will be delivered fully furnished. Furthermore, the apartment is equipped with energy label A ++ and has a high-quality finish, neat laminate floors, a modern kitchen with appliances, a bathroom with washing machine and modern shower fixture.",29-08-2022,consultation,Monumental building,Excellent,160,Apartment,New development,2018,By the water,2,Number of bathrooms is not available,1,Details of balcony is not available,Present (200 m²),Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/60fb8b96/rotterdam/rotsvast-rotterdam/request-details,2022-08-30 00:05:14
rotterdam_26.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9297aecc/van-vollenhovenstraat,Apartment Van Vollenhovenstraat,3016 BE (Nieuwe Werk),1450,57,1,Furnished,"LUXURY LIVING / TOP LOCATION! Beautiful, fully furnished and very luxurious apartment with green view available per see date / 01-10-2022 (earlier in consultation with the current tenant) in the most beautiful / best area of Rotterdam! ",30-08-2022,01-10-2022,Specifics are not available,Excellent,130,Apartment,Existing building,2018,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Present (200 m²),Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9297aecc/rotterdam/fransen-vastgoed/request-details,31-08-2022 01:36
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/aa5071e2/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2250,91,3,Upholstered,"Unfurnished, trendy 2 bedroom apartments located on the 48th floor with balcony in the Zalmhaventoren in Rotterdam!  ",02-08-2022,10-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2019,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/aa5071e2/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:37:13
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/64a01901/nico-koomanskade,Apartment Nico Koomanskade,3072 LM (Katendrecht),2195,85,3,Furnished,Beautifully renovated apartment situated near the water!,28-07-2022,01-09-2022,Specifics are not available,Excellent,380,Apartment,Existing building,2019,Unobstructed view,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/64a01901/rotterdam/househunting-randstad/request-details,2022-08-03 17:38:29
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/bf4b5366/menorcalaan,House Menorcalaan,3059 XK (Nesselande),2750,146,6,Interior is not available,Spacious house for rent in Rotterdam with 4 bedrooms in the Nesselande district.,27-07-2022,consultation,Specifics are not available,Good,365,House,Existing building,2019,Location type is not available,4,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/bf4b5366/rotterdam/rebid/request-details,2022-08-03 17:38:44
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/fa359ef9/statenlaan,Apartment Statenlaan 12 L,3051 HN (Hillegersberg Zuid),1275,66,2,Interior is not available,Beautiful apartment for rent in Rotterdam with 1 bedroom in the Hillegersberg Zuid district.,2 weeks,consultation,Specifics are not available,Good,198,Apartment,Existing building,2019,Location type is not available,1,1,1,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/fa359ef9/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:40:01
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9927750e/philips-willemstraat,Apartment Philips Willemstraat 57 D,3051 PN (Hillegersberg Zuid),1675,75,3,Upholstered,FOR RENT: Fantastic living on the 2nd floor in the beautiful district Hillegersberg with the waterway the Rotte at your feet! With the first year a free parking space on private property.,2 weeks,01-09-2022,Specifics are not available,Excellent,218,Apartment,Existing building,2019,in a residential area,2,1,1,Present,Details of garden is not available,Present,Vrijstaand steen,Yes,https://www.pararius.com/contact/9927750e/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:40:09
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4db05f05/jan-van-avennesstraat,Apartment Jan van Avennesstraat 60,3021 RS (Middelland),1495,129,4,Interior is not available,Conveniently located apartment with garden for rent in Rotterdam with 3 bedrooms in the Middelland district.,3 weeks,consultation,Specifics are not available,Good,1.224,Apartment,Existing building,2019,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4db05f05/rotterdam/ooms-makelaars-woningen/request-details,2022-08-03 17:40:30
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6bea4a9a/nico-koomanskade,Apartment Nico Koomanskade,3072 LM (Katendrecht),1245,40,1,Furnished,"Super cool, industrial furnished LOFT for rent on the 9th floor in Rotterdam at the Nico Koomanskade, opposite hotel New York, in Katendrecht. This house is part of the project Fenixloods on the Rijnhaven. Living on the water in a former harbor warehouse with a spectacular view of the Maas. The house has retained the beautiful characteristic industrial features of the former harbor warehouse.",6 weeks,Not available to book,Specifics are not available,Good,100,Apartment,Existing building,2019,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6bea4a9a/rotterdam/benhousing/request-details,2022-08-03 17:42:45
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/712b0334/gedempte-zalmhaven,Apartment Gedempte Zalmhaven,3016 DT (Nieuwe Werk),3750,111,4,Furnished,"Luxurious 3 bedroom CORNER apartment with skyline view over the Maas and the park. This prestigious apartment complex on the Maas is located in the popular Scheepvaartkwartier amid green parks, history and art, culture, the city center and everything Rotterdam has to offer.   ",7 weeks,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2019,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/712b0334/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:42:49
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/faf2fbe3/nico-koomanskade,Apartment Nico Koomanskade,3072 LM (Katendrecht),4800,300,4,Furnished,Be aware,3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2019,Location type is not available,3,2,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/faf2fbe3/rotterdam/riva-rentals/request-details,2022-08-03 17:45:11
rotterdam_7.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d2385951/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2875,95,3,Furnished,HOUTLAAN - ZALMHAVEN TOWER 1,08-08-2022,Not available to book,Specifics are not available,Good,270,Apartment,Existing building,2019,Unobstructed view,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d2385951/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-09 23:45:06
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b3ed5739/bree,Apartment Bree,3074 BD (Hillesluis),1295,56,3,Upholstered,New for rent!   ,15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,New development,2019,Location type is not available,2,1,Number of floors is not available,Not present,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/b3ed5739/rotterdam/yp-housing/request-details,2022-08-17 00:23:23
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/143fb569/van-vollenhovenstraat,Apartment Van Vollenhovenstraat,3016 BE (Nieuwe Werk),1500,50,2,Furnished,"Boutique living in a new and renovated loft, location situated at the populair Scheepvaartkwartier.  ",03-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2020,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/143fb569/rotterdam/riva-rentals/request-details,2022-08-03 17:36:56
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/a41cbc61/westzeedijk,Apartment Westzeedijk 501 H,3024 EL (Delfshaven),1500,105,2,Upholstered,"""The Type A1 Maisonnette is a split level apartment with entresol in a monumental building.",29-07-2022,01-09-2022,Specifics are not available,Good,546,Apartment,Existing building,2020,in a residential area,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/a41cbc61/rotterdam/viadaan-nijmegen/request-details,2022-08-03 17:38:05
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/822668ae/crooswijksesingel,Apartment Crooswijksesingel,3034 CH (Oud Crooswijk),1670,64,2,Furnished,Living in a monument!   ,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2020,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/822668ae/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:41:49
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/eb952a00/abraham-tuschinskistraat,Apartment Abraham Tuschinskistraat,3015 GK (Dijkzigt),3500,122,4,Furnished,In the unique and prize-winning Little C development in Rotterdam Coolhaven we present to you: The Penthouse.,7 weeks,Not available to book,Specifics are not available,Excellent,370,Apartment,Existing building,2020,Location type is not available,3,1,2,Details of balcony is not available,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/eb952a00/rotterdam/huis-zelf-verhuren/request-details,2022-08-03 17:43:02
